name,rating,address,region,closeregion,price,url,services,weddingpack,transfer,location
Francesca Pesci Photographer,4.9,,?,no,1500€,https://www.matrimonio.com/fotografo-matrimonio/francesca-pesci-photographer--e151437,"risoluzione, blu-ray o DVD con tutti gli scatti, altri",Nel Pack matrimoniale saranno compresi:  due Fotografi Professionisti ; un prestigioso Fotolibro oAlbum;  Dispositivo digitale personalizzato; altri servizi,yes,?
FE/BO Fotografia,5.0,,?,no,790€,https://www.matrimonio.com/fotografo-matrimonio/fe-bo-fotografia--e151761,"blu-ray o DVD con tutti gli scatti, cabina fotografica","Il pack matrimonio comprende l'intera giornata dai preparativi sino alla fine del ricevimento, selezionee postproduzione di 100 scatti consegnati agli sposi su dvd e un fotolibro",yes,?
Monica Liguoro,4.8,,?,no,500€-1000€,https://www.matrimonio.com/fotografo-matrimonio/monica-liguoro--e152753,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, Video montaggio per festa degli sposi ""Come eravamo"" racconto della storia da prima di conoscersi fino all'incontro e al fidanzamento","Il pacchetto base include il servizio fotografico dalla preparazione fino al termine della giornata,consegna scatti e album stampato    Optional aggiuntivi. Album digitale, video matrimonio ed altri",yes,?
Wonder Photos Studio,4.9,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/wonder-photos-studio--e153695,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Copertura fotografica dell'intero evento;  Consegna degli scatti in alta qualità entro pochesettimane;  Album fotografico entro tre mesi,yes,?
Lorena Brambilla,4.7,,?,no,600€-1000€,https://www.matrimonio.com/fotografo-matrimonio/lorena-brambilla--e155016,"Neonati, Bambini, Famiglia, Animali, Modelle/i","Foto, album, mini album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",yes,?
Neoel,?,,?,no,600€-5000€,https://www.matrimonio.com/fotografo-matrimonio/neoel--e155894,DVD con tutti gli scatti,"In base alle esigenze degli sposi possiamo offrire diversi servizi:    Fotoreportage, post produzione,mini album, blue ray o dvd con tutti gli scatti, videoclip, service audio, sito, inviti e altro",yes,?
Alessandro Magli Fotografo,?,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/alessandro-magli-fotografo--e156434,DVD con tutti gli scatti,"Saremo lieti di studiare con voi il ""pack matrimonio"" più adatto alle vostre esigenze",yes,?
Marco Sacchi Photographer,4.9,,?,no,800€-3700€,https://www.matrimonio.com/fotografo-matrimonio/marco-sacchi-photographer--e156457,"risoluzione, blu-ray o DVD con tutti gli scatti","Fotografie e video dalla vestizione degli sposi fino al lancio del bouquet, consegna materialefotografico, realizzazione di fotolibro o album e video",yes,?
Andrea Brocca Fotografo,5.0,,?,no,1100€,https://www.matrimonio.com/fotografo-matrimonio/andrea-brocca-fotografo--e159957,tutti gli scatti,"- Servizio fotografico per l'intera giornata, dai preparativi al termine della festa.  - Album(disponibili diversi formati e copertine)  - Consegna DVD con tutti gli scatti in alta qualità",yes,?
Andrea Frassine Fotografo,4.9,,?,no,450€-1200€,https://www.matrimonio.com/fotografo-matrimonio/andrea-frassine-fotografo--e160857,blu-ray o DVD con tutti gli scatti,In continua ricerca di stili nuovi per raccontare al meglio senza mai banalità una giornata unica,yes,?
OBIETTIVO SORRISI,?,,?,no,500€-1500€,https://www.matrimonio.com/fotografo-matrimonio/obiettivo-sorrisi--e162047,"Foto, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","2 fotografi, servizio d'anteprima, scatti illimitati, nessun limite di orario, consegna foto a richiestain formato digitale personalizzabile o su album fotografico",yes,?
Eugenio Luti,4.9,,?,no,1500€,https://www.matrimonio.com/fotografo-matrimonio/eugenio-luti--e165928,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Servizio fotografico di matrimonio, disponibilità per l'intero evento, consegna dei file in altarisoluzione post prodotti",yes,?
2FG Bros,?,,?,no,650€,https://www.matrimonio.com/fotografo-matrimonio/2fg-bros--e167580,DVD con tutti gli scatti,"Reportage fotografico; filmato di alta qualità; album di nozze (rilegato a mano artigianalmente epersonalizzabile) + stampa delle foto, o fotolibro; servizi di grafica",yes,?
Cerianifoto,?,,?,no,1250€-4500€,https://www.matrimonio.com/fotografo-matrimonio/cerianifoto--e168211,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, Photobooth con stampa immediata, set fotografico",Servizio completo,yes,?
Lisa Pedrini Photography,?,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/lisa-pedrini-photography--e168754,"Foto, album, mini album, album digitali, fotografie in alta risoluzione","In ogni pacchetto sono inclusi:  - l’esperienza, la creatività e la visione artistica del fotografo;  -due  fotografi con attrezzatura professionale;  - dai preparativi fino all'inizio del ricevimento",yes,?
Daniele Guastamacchia Photography,5.0,,?,no,1200€-2500€,https://www.matrimonio.com/fotografo-matrimonio/daniele-guastamacchia-photography--e169594,"Foto, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione",Il servizio fotografico parte in genere con le preparazioni degli sposi e termina in maniera concordatadopo il taglio della torta ed eventuale festa danzante,yes,?
Diego Ravenna Fotografo,4.9,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/diego-ravenna-fotografo--e170219,"risoluzione, blu-ray o DVD con tutti gli scatti","Il servizio include fotografie prematrimoniali, preparazione sposa, preparazione sposo, cerimonia, fotosposi, foto durante tutta la restante parte della giornata",yes,?
Diana Lombardi Fotografia e Grafica,4.9,,?,no,800€-1600€,https://www.matrimonio.com/fotografo-matrimonio/diana-lombardi-fotografia-e-grafica--e170764,"Foto, video, album, mini album, Partecipazioni   ringraziamenti",Servizio fotografico della giornata con Diana Lombardi e un assistente presenti tutto il giorno  albumlibro fotografico copertina a scelta  con 30pag doppie 100/150 immagini  usb file del servizio A.B.R,yes,?
Eg.Photo | Fsfotostudio,?,,?,no,700€-3000€,https://www.matrimonio.com/fotografo-matrimonio/eg-photo-fsfotostudio--e171195,"risoluzione, blu-ray o DVD con tutti gli scatti",Servizio fotografico in chiesa / comune + location + post produzione + 3 Dvd ( Solo File ) +Album  Servizio pre book omaggio ( Solo File ),yes,?
La Nuova Fotografia Cappellini,5.0,,?,no,750€,https://www.matrimonio.com/fotografo-matrimonio/la-nuova-fotografia-cappellini--e171328,"Foto, video, prematrimonio, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti, altri",Servizio fotografico provini 7x10 DVD files eseguiti in alta definizione Album classico a maschere o alibro 100 immagini copertina e valigetta o wedding box,yes,?
Foto Giorgio,?,,?,no,500€-1500€,https://www.matrimonio.com/fotografo-matrimonio/foto-giorgio--e171533,"Foto, postmatrimonio, album, mini album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",All inclusive  Fotolibro  Minialbum famiglie  Intera giornata senza limiti  Alta risoluzione  Casa sposi,yes,?
InStyle Wedding by Echi di Carta,?,,?,no,1300€-3900€,https://www.matrimonio.com/fotografo-matrimonio/instyle-wedding-by-echi-di-carta--e171965,"blu-ray o DVD con tutti gli scatti, altri","Documentazione fotografica dalla cerimoia al ricevimento realizzate da una squadra di 2 fotografi.Consegna files JPG ad alta risoluzione postprodotti, circa 300, su DVD e/o Dropbox®",yes,?
Gavrile Photography,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/gavrile-photography--e177264,"Foto, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Le offerte variano in base alle esigenze degli sposi. Si va dal solo servizio, interamente postprodotto,foto per foto, a vari album di pregevole fattura",yes,?
Fotocinque,5.0,,?,no,990€-4880€,https://www.matrimonio.com/fotografo-matrimonio/fotocinque--e182564,(chiedetemi informazioni),Servizio fotografico dalle prime ore della giornata al taglio della torta e primi balli. Consegna proviniin HD. Realizzazione supporto dopo approvazione degli sposi del lavoro in digitale,yes,?
Emanuela Gregolin,?,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/emanuela-gregolin--e186132,tutti gli scatti,,yes,?
Photo Story Design,?,,?,no,300€,https://www.matrimonio.com/fotografo-matrimonio/photo-story-design--e186820,"Foto, prematrimonio, postmatrimonio, album digitali, fotografie in alta risoluzione, photocall","Consulenza pre-matrimonio, definizione servizi e budget con il cliente, produzione scatti,post-produzione, consegna foto in formato digitale.  Il pacchetto può comporsi di servizi extra",yes,?
Gaia Menchicchi Photographer,?,,?,no,1000€-1800€,https://www.matrimonio.com/fotografo-matrimonio/gaia-menchicchi-photographer--e188106,personalizzato in legno con chiavetta usb,.,yes,?
ElleStudio,?,,?,no,950€-1950€,https://www.matrimonio.com/fotografo-matrimonio/ellestudio--e193358,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, photocall, Servizio fotografico fidanzamento, cartolina di partecipazione matrimonio  Proiezione anteprima immagini sposi al rinfresco. Video della cerimonia, cartoline di ringraziamento","Giornata matrimoniale completa da casa dello sposo a casa della sposa, cerimonia, ricevimento fino altaglio della torta. Vi contatterò per visionare le foto. I pacchetti e i costi sono variabili",yes,?
The Story Tellers,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/the-story-tellers--e194764,,,?,?
Laura Armani,?,,?,no,1100€,https://www.matrimonio.com/fotografo-matrimonio/laura-armani--e198386,"negativi, cabina fotografica, Polaroid, gadget, photo booth, stampe personalizzate e molto altro!","Copertura di tutta la giornata (dai preparativi alla fine della festa), set di coppia della durata di 20minuti, chiavetta usb con le fotografie post-prodotte in alta e in bassa risoluzione",yes,?
iMatrimoni - Photo&Video,5.0,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/imatrimoni-photo&video--e7236,"Foto, video",,?,?
HappyFoto Studio Fotografico,4.8,,?,no,800€-2000€,https://www.matrimonio.com/fotografo-matrimonio/happyfoto-studio-fotografico--e26226,"risoluzione, blu-ray o DVD con tutti gli scatti","Il prezzo di ogni evento è personalizzato in base alle proposte degli sposi.  Si parte dal solo Servizio+ DVD in HD fino ad arrivare alle più svariate tipologie di Album.  Album Classico, Fotolibro",yes,?
FotoInsight,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/fotoinsight--e29056,"Foto, altri",,?,?
Foto Pessina,4.9,,?,no,670€-2000€,https://www.matrimonio.com/fotografo-matrimonio/foto-pessina--e39706,"Foto, video, album, mini album, fotografie in alta risoluzione",,yes,?
Giovanna kyi,?,,?,no,Tra 1000 e 1500€,https://www.matrimonio.com/fotografo-matrimonio/giovanna-kyi--e40476,Foto,"Servizio fotografico con foto realizzate durante la preparazione della sposa, cerimonia nuziale ericevimento e consegna di un album-libro e pagina web con le foto selezionate",yes,?
Ilaria Pedercini,5.0,,?,no,1600€,https://www.matrimonio.com/fotografo-matrimonio/ilaria-pedercini--e40546,"Foto, video, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione, cabina fotografica","Due fotografi per l'intera giornata del matrimonio, selezione scatti, postproduzione. Gallery foto eproposta impaginazione online. Revisione prestampa. Album sposi e genitori, DVD",yes,?
Dettagli di un Matrimonio,4.9,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/dettagli-di-un-matrimonio--e42786,"Foto, video","Shooting, editing e fotoritocco, stampa fotografie in diversi formati, album, realizzazione impaginato ecomposizione delle foto, consegna a fine lavoro del DVD con tutte le foto",yes,?
AzFoto ®,5.0,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/azfoto--e43006,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, negativi",,?,?
Francesco Corbetta studio,?,,?,no,750€-1650€,https://www.matrimonio.com/fotografo-matrimonio/francesco-corbetta-studio--e45826,"Foto, video, album, mini album, album digitali","Cofanetto con tutte le fotografie del matrimonio, album sposi con valigia, album genitori, calendario",yes,?
Wedding Studio Balbini,4.9,,?,no,1000€-2000€,https://www.matrimonio.com/fotografo-matrimonio/wedding-studio-balbini--e47416,"risoluzione, blu-ray o DVD con tutti gli scatti, Stampa Fine Art, Libri","Produzione, postproduzione, impaginazione personalizzata, stampa high quality, fotolibro tradizionale odigitale, dvd con tutti gli scatti della giornata",yes,?
Fotovideoluppi,4.9,,?,no,400€-2000€,https://www.matrimonio.com/fotografo-matrimonio/fotovideoluppi--e49336,"risoluzione, blu-ray o DVD con tutti gli scatti",Album libro+Album genitori+video,yes,?
Tiziano Buzzi Photographer,4.9,,?,no,499€-2500€,https://www.matrimonio.com/fotografo-matrimonio/tiziano-buzzi-photographer--e53576,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, cabina fotografica, Gravidanze , nascite, bambini, coppie. Studio personale attrezzato in Varese. Servizi video cinematografici professionali. post Produzione e  Impaginazione grafica album professionale","Da discutere con le coppie, ogni pack matrimonio deve essere personalizzato a seconda delle esigenze, sianella tipologia degli scatti che nella post produzione, e nella scelta dell'album",yes,?
LucaFaz Fotografo,5.0,,?,no,400€-2500€,https://www.matrimonio.com/fotografo-matrimonio/lucafaz-fotografo--e66146,"Foto, video, prematrimonio, postmatrimonio, album, album digitali, fotografie in alta risoluzione, altri","Ogni pacchetto è costruito sulle esigenze degli sposi. Si può partire dalla sola copertura dellacerimonia ad un servizio più completo con album, soluzioni per ipad o solo foto in dvd",yes,?
Andrea Baronio Fotografo,5.0,,?,no,750€-2000€,https://www.matrimonio.com/fotografo-matrimonio/andrea-baronio-fotografo--e67286,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Ci sono tanti modi per presentare il matrimonio che vanno dall'album tradizionale all'album libropassando da una presentazione su DVD,yes,?
Fabio Salmoirago Photography,5.0,,?,no,1400€,https://www.matrimonio.com/fotografo-matrimonio/fabio-salmoirago-photography--e71554,"Foto, album, mini album, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Il servizio include la realizzazione degli scatti durante la cerimonia e il ricevimento. Lapostproduzione in photoshop e l'impaginazione e la realizzazione di un fotolibro di 60 pagine formato 30x40,yes,?
Givielle Foto,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/givielle-foto--e76473,"Foto, video","Un fotografo Giviellefoto (no esterni), disponibilità per l'intera giornata senza limiti agli scattifotografici, l'album scelto dagli sposi con un numero di foto variabile secondo il tipo (tra 90 e 120 colori e b/n disposte in formati diversi per il fotolibro e 60 per il tradizionale). Tuttavia ogni singola voce di quello che viene scelto o meno è regolato da un contratto",yes,?
Ivan Citelli,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/ivan-citelli--e76483,Foto,,?,?
